Station ID,Group,Sample Date (mm/dd/yyyy),Sample Time (hh:mm),Establishment Date (mm/dd/yyyy),Establishment Time (hh:mm),Time Zone,Core X:Y,Accretion Measurement 1 (mm),Accretion Measurement 2 (mm),Accretion Measurement 3 (mm),Accretion Measurement 4 (mm),Core Conditions,Organization,Personnel,Notes
CRMS0568-A07,PS3,4/5/2024,8:44,4/18/2012,10:50,CST,5;3,,,,,No Feldspar,U.S. GEOL SURVEY (USGS),E. Fromenthal; R. Villani; B. Bergeron,Site is flooded; Water depth is 20 cm; Vegetation is dead; Dominant species is Phragmites australis; Disturbance is animal trail; Soil is organic and soft; Root abundance is medium; No Thatch; Live vegetation also present
CRMS0568-A07,PS3,4/5/2024,8:44,4/18/2012,10:50,CST,4;4,,,,,No Feldspar,U.S. GEOL SURVEY (USGS),E. Fromenthal; R. Villani; B. Bergeron,Site is flooded; Water depth is 20 cm; Vegetation is dead; Dominant species is Phragmites australis; Disturbance is animal trail; Soil is organic and soft; Root abundance is medium; No Thatch; Live vegetation also present
CRMS0568-A11,PS3,4/5/2024,8:44,4/18/2012,10:50,CST,5;2,,,,,No Feldspar,U.S. GEOL SURVEY (USGS),E. Fromenthal; R. Villani; B. Bergeron,Site is flooded; Water depth is 14 cm; Vegetation is dead; Dominant species is Phragmites australis; No Disturbance; Soil is organic and soft; Root abundance is medium; No Thatch; Live vegetation also present
CRMS0568-A11,PS3,4/5/2024,8:44,4/18/2012,10:50,CST,1;5,,,,,No Feldspar,U.S. GEOL SURVEY (USGS),E. Fromenthal; R. Villani; B. Bergeron,Site is flooded; Water depth is 14 cm; Vegetation is dead; Dominant species is Phragmites australis; No Disturbance; Soil is organic and soft; Root abundance is medium; No Thatch; Live vegetation also present
CRMS0568-A11,PS3,4/5/2024,8:44,4/18/2012,10:50,CST,1;3,,,,,No Feldspar,U.S. GEOL SURVEY (USGS),E. Fromenthal; R. Villani; B. Bergeron,Site is flooded; Water depth is 14 cm; Vegetation is dead; Dominant species is Phragmites australis; No Disturbance; Soil is organic and soft; Root abundance is medium; No Thatch; Live vegetation also present
CRMS0568-A14,PS6,4/5/2024,9:06,3/8/2018,8:00,CST,4;2,73,65,,,Poor (broken feldspar; n=2),U.S. GEOL SURVEY (USGS),E. Fromenthal; R. Villani; B. Bergeron,Site is flooded; Water depth is 15 cm; Vegetation is dead; Dominant species is Phragmites australis; No Disturbance; Soil is organic and soft; Root abundance is low; No Thatch; Live vegetation also present
CRMS0568-A17,PS6,4/5/2024,9:06,3/8/2018,8:00,CST,2;4,,,,,No Feldspar,U.S. GEOL SURVEY (USGS),E. Fromenthal; R. Villani; B. Bergeron,Site is flooded; Water depth is 12 cm; Vegetation is dead; Dominant species is Phragmites australis; No Disturbance; Soil is organic and soft; Root abundance is low; No Thatch; Live vegetation also present
CRMS0568-A17,PS6,4/5/2024,9:06,3/8/2018,8:00,CST,3;4,33,28,30,,Fair (broken feldspar; n=3),U.S. GEOL SURVEY (USGS),E. Fromenthal; R. Villani; B. Bergeron,Site is flooded; Water depth is 12 cm; Vegetation is dead; Dominant species is Phragmites australis; No Disturbance; Soil is organic and soft; Root abundance is low; No Thatch; Live vegetation also present
CRMS0568-A19,PS8,4/5/2024,9:00,3/30/2023,8:05,CST,2;2,6,4,,,Poor (broken feldspar; n=2),U.S. GEOL SURVEY (USGS),E. Fromenthal; B. Bergeron; R. Villani,Site is flooded; Water depth is 15 cm; Vegetation is dead; Dominant species is Phragmites australis; No Disturbance; Soil is organic and soft; Root abundance is high; No Thatch; Live vegetation also present
CRMS0568-A22,PS8,4/5/2024,9:00,3/30/2023,8:05,CST,1;4,9,6,,,Poor (broken feldspar; n=2),U.S. GEOL SURVEY (USGS),E. Fromenthal; B. Bergeron; R. Villani,Site is flooded; Water depth is 16 cm; Vegetation is dead; Dominant species is Phragmites australis; Disturbance is animal trail; Soil is organic and soft; Root abundance is low; No Thatch; Live vegetation also present
CRMS0568-A25,PS8,4/5/2024,9:00,3/30/2023,8:05,CST,5;1,,,,,No Feldspar,U.S. GEOL SURVEY (USGS),E. Fromenthal; B. Bergeron; R. Villani,Site is flooded; Water depth is 11 cm; Vegetation is dead; Dominant species is Phragmites australis; Disturbance is animal trail; Soil is organic and soft; Root abundance is medium; No Thatch; Live vegetation also present
CRMS0568-A25,PS8,4/5/2024,9:00,3/30/2023,8:05,CST,3;2,,,,,No Feldspar; One speck at 37mm,U.S. GEOL SURVEY (USGS),E. Fromenthal; B. Bergeron; R. Villani,Site is flooded; Water depth is 11 cm; Vegetation is dead; Dominant species is Phragmites australis; Disturbance is animal trail; Soil is organic and soft; Root abundance is medium; No Thatch; Live vegetation also present
CRMS0568-A25,PS8,4/5/2024,9:00,3/30/2023,8:05,CST,2;4,,,,,No Feldspar; One speck of feldspar at 33mm,U.S. GEOL SURVEY (USGS),E. Fromenthal; B. Bergeron; R. Villani,Site is flooded; Water depth is 11 cm; Vegetation is dead; Dominant species is Phragmites australis; Disturbance is animal trail; Soil is organic and soft; Root abundance is medium; No Thatch; Live vegetation also present
CRMS0568-A29,PS6,4/5/2024,9:06,3/8/2018,8:00,CST,4;5,90,82,,,Poor (broken feldspar; n=2),U.S. GEOL SURVEY (USGS),E. Fromenthal; R. Villani; B. Bergeron,Site is flooded; Water depth is 13 cm; Vegetation is dead; Dominant species is Phragmites australis; No Disturbance; Soil is organic and soft; Root abundance is medium; No Thatch; Live vegetation also present
CRMS0580-A03,PS3,3/18/2024,9:14,3/2/2012,10:05,CST,3;3,,,,,No Feldspar; Core not frozen completely ,U.S. GEOL SURVEY (USGS),G. Kees; B. Bergeron; R. Villani,Site is flooded; Water depth is 9 cm; Vegetation is dead; Dominant species is Spartina patens; No Disturbance; Soil is organic; Root abundance is medium; Thatch thickness is 3 cm; Accretion measured to below thatch; Distinct clay layer present near surface 
CRMS0580-A03,PS3,3/18/2024,9:14,3/2/2012,10:05,CST,1;5,,,,,No Feldspar,U.S. GEOL SURVEY (USGS),G. Kees; B. Bergeron; R. Villani,Site is flooded; Water depth is 9 cm; Vegetation is dead; Dominant species is Spartina patens; No Disturbance; Soil is organic; Root abundance is medium; Thatch thickness is 3 cm; Accretion measured to below thatch; Distinct clay layer present near surface 
CRMS0580-A03,PS3,3/18/2024,9:14,3/2/2012,10:05,CST,3;1,,,,,No Feldspar,U.S. GEOL SURVEY (USGS),G. Kees; B. Bergeron; R. Villani,Site is flooded; Water depth is 9 cm; Vegetation is dead; Dominant species is Spartina patens; No Disturbance; Soil is organic; Root abundance is medium; Thatch thickness is 3 cm; Accretion measured to below thatch; Distinct clay layer present near surface 
CRMS0580-A07,PS3,3/18/2024,9:14,3/2/2012,10:05,CST,3;5,64,62,61,,"Fair (broken feldspar; n=3); There’s 2 distinct feldspar lines, higher one entered as measurements and the deeper one is = 82, 87, 88, broken, see photo 0580 PS3 A07 for reference",U.S. GEOL SURVEY (USGS),G. Kees; B. Bergeron; R. Villani,"Site is flooded; Water depth is 15 cm; Vegetation is senesced; Dominant species is Spartina patens; No Disturbance; Soil is organic and soft; Root abundance is high; No Thatch; 2 feldspar lines, pulled 2nd core to verify"
CRMS0580-A07,PS3,3/18/2024,9:14,3/2/2012,10:05,CST,3;2,65,60,62,,"Fair (broken feldspar; n=3); Pulled 2nd core for verification; 2 feldspar lines again, higher one more distinct, only one speck for deeper layer at 94mm",U.S. GEOL SURVEY (USGS),G. Kees; B. Bergeron; R. Villani,"Site is flooded; Water depth is 15 cm; Vegetation is senesced; Dominant species is Spartina patens; No Disturbance; Soil is organic and soft; Root abundance is high; No Thatch; 2 feldspar lines, pulled 2nd core to verify"
CRMS0580-A11,PS3,3/18/2024,9:14,3/2/2012,10:05,CST,5;1,,,,,No Feldspar,U.S. GEOL SURVEY (USGS),G. Kees; B. Bergeron; R. Villani,Site is flooded; Water depth is 10 cm; Vegetation is dead; Dominant species is Spartina patens; No Disturbance; Soil is organic and soft; Root abundance is medium; No Thatch; Distinct clay layer present near surface 
CRMS0580-A11,PS3,3/18/2024,9:14,3/2/2012,10:05,CST,2;4,,,,,No Feldspar,U.S. GEOL SURVEY (USGS),G. Kees; B. Bergeron; R. Villani,Site is flooded; Water depth is 10 cm; Vegetation is dead; Dominant species is Spartina patens; No Disturbance; Soil is organic and soft; Root abundance is medium; No Thatch; Distinct clay layer present near surface 
CRMS0580-A11,PS3,3/18/2024,9:14,3/2/2012,10:05,CST,4;4,,,,,No Feldspar,U.S. GEOL SURVEY (USGS),G. Kees; B. Bergeron; R. Villani,Site is flooded; Water depth is 10 cm; Vegetation is dead; Dominant species is Spartina patens; No Disturbance; Soil is organic and soft; Root abundance is medium; No Thatch; Distinct clay layer present near surface 
CRMS0580-A14,PS6,3/18/2024,9:31,3/9/2018,8:30,CST,4;1,27,30,,,Poor (broken feldspar; n=2),U.S. GEOL SURVEY (USGS),G. Kees; R. Villani; B. Bergeron,Site is flooded; Water depth is 10 cm; Vegetation is senesced; Dominant species is Spartina patens; No Disturbance; Soil is organic and soft; Root abundance is high; Thatch thickness is 4 cm; Accretion measured to below thatch; Distinct clay layer present near surface 
CRMS0580-A17,PS6,3/18/2024,9:31,3/9/2018,8:30,CST,5;2,,,,,"No Feldspar; Feldspar scattered inconsistently throughout core, measurements were 76, 60, 64, 84; pulling another core for clarification",U.S. GEOL SURVEY (USGS),G. Kees; R. Villani; B. Bergeron,Site is flooded; Water depth is 11.5 cm; Vegetation is senesced; Dominant species is Spartina patens; Disturbance is animal trail; Soil is organic and soft; Root abundance is medium; Thatch thickness is 4.5 cm; Accretion measured to below thatch
CRMS0580-A17,PS6,3/18/2024,9:31,3/9/2018,8:30,CST,2;3,91,84,93,85,Excellent (solid feldspar; n=4),U.S. GEOL SURVEY (USGS),G. Kees; R. Villani; B. Bergeron,Site is flooded; Water depth is 11.5 cm; Vegetation is senesced; Dominant species is Spartina patens; Disturbance is animal trail; Soil is organic and soft; Root abundance is medium; Thatch thickness is 4.5 cm; Accretion measured to below thatch
CRMS0580-A20,PS8,3/18/2024,9:37,3/22/2023,9:53,CST,1;5,,,,,No Feldspar,U.S. GEOL SURVEY (USGS),G. Kees; R. Villani; B.Bergeron,Site is flooded; Water depth is 10 cm; Vegetation is senesced; Dominant species is Spartina patens; No Disturbance; Soil is organic and soft; Root abundance is high; No Thatch; Distinct clay layer present near surface 
CRMS0580-A20,PS8,3/18/2024,9:37,3/22/2023,9:53,CST,5;5,7,19,14,,Fair (broken feldspar; n=3); Soil surface is uneven,U.S. GEOL SURVEY (USGS),G. Kees; R. Villani; B.Bergeron,Site is flooded; Water depth is 10 cm; Vegetation is senesced; Dominant species is Spartina patens; No Disturbance; Soil is organic and soft; Root abundance is high; No Thatch; Distinct clay layer present near surface 
CRMS0580-A24,PS8,3/18/2024,9:37,3/22/2023,9:53,CST,1;5,,,,,No Feldspar,U.S. GEOL SURVEY (USGS),G. Kees; R. Villani; B.Bergeron,Site is flooded; Water depth is 10 cm; Vegetation is senesced; Dominant species is Spartina patens; Disturbance is animal trail; Soil is organic and soft; Root abundance is medium; Thatch thickness is 1 cm; Accretion measured to below thatch; Distinct clay layer present near surface 
CRMS0580-A24,PS8,3/18/2024,9:37,3/22/2023,9:53,CST,4;1,3,0,3,2,Excellent (solid feldspar; n=4); Feldspar partially on surface,U.S. GEOL SURVEY (USGS),G. Kees; R. Villani; B.Bergeron,Site is flooded; Water depth is 10 cm; Vegetation is senesced; Dominant species is Spartina patens; Disturbance is animal trail; Soil is organic and soft; Root abundance is medium; Thatch thickness is 1 cm; Accretion measured to below thatch; Distinct clay layer present near surface 
CRMS0580-A27,PS8,3/18/2024,9:37,3/22/2023,9:53,CST,3;4,5,5,7,,"Fair (broken feldspar; n=3);There are 2 feldspar lines here as well but top line is definitely PS8, other line is at 50mm",U.S. GEOL SURVEY (USGS),G. Kees; R. Villani; B.Bergeron,Site is flooded; Water depth is 6.5 cm; Vegetation is senesced; Dominant species is Spartina patens; No Disturbance; Soil is organic and soft; Root abundance is high; Thatch thickness is 3.5 cm; Accretion measured to below thatch
CRMS0580-A29,PS6,3/18/2024,9:31,3/9/2018,8:30,CST,5;2,57,60,63,,Fair (broken feldspar; n=3),U.S. GEOL SURVEY (USGS),G. Kees; R. Villani; B. Bergeron,Site is flooded; Water depth is 9.5 cm; Vegetation is dead; Dominant species is Spartina patens; Disturbance is animal trail; Soil is organic; Root abundance is high; Thatch thickness is 1.5 cm; Accretion measured to below thatch; Distinct clay layer present near surface 
CRMS0609-A03,PS3,3/12/2024,11:07,3/14/2012,13:15,CST,3;3,101,103,105,,Fair (broken feldspar; n=3),U.S. GEOL SURVEY (USGS),E. Fromenthal; R. Villani; B. Bergeron,Site is flooded; Water depth is 1.3 cm; Vegetation is healthy; Dominant species is Spartina alterniflora; Disturbance is animal trail; Soil is mineral clayey and soft; Root abundance is low; No Thatch; Clayey and organic 
CRMS0609-A07,PS3,3/12/2024,11:07,3/14/2012,13:15,CST,4;5,140,147,,,Poor (broken feldspar; n=2),U.S. GEOL SURVEY (USGS),E. Fromenthal; R. Villani; B. Bergeron,Site is wet; Water depth is 0 cm; Vegetation is senesced; Dominant species is Spartina patens; No Disturbance; Soil is mineral clayey and soft; Root abundance is low; No Thatch; Clayey with organic
CRMS0609-A11,PS3,3/12/2024,11:07,3/14/2012,13:15,CST,2;4,,,,,No Feldspar,U.S. GEOL SURVEY (USGS),E. Fromenthal; R. Villani; B. Bergeron,Site is wet; Water depth is 0 cm; Vegetation is senesced; Dominant species is Spartina patens; Disturbance is animal trail; Soil is mineral clayey and soft; Root abundance is medium; No Thatch
CRMS0609-A11,PS3,3/12/2024,11:07,3/14/2012,13:15,CST,2;1,,,,,No Feldspar,U.S. GEOL SURVEY (USGS),E. Fromenthal; R. Villani; B. Bergeron,Site is wet; Water depth is 0 cm; Vegetation is senesced; Dominant species is Spartina patens; Disturbance is animal trail; Soil is mineral clayey and soft; Root abundance is medium; No Thatch
CRMS0609-A11,PS3,3/12/2024,11:07,3/14/2012,13:15,CST,5;5,,,,,No Feldspar,U.S. GEOL SURVEY (USGS),E. Fromenthal; R. Villani; B. Bergeron,Site is wet; Water depth is 0 cm; Vegetation is senesced; Dominant species is Spartina patens; Disturbance is animal trail; Soil is mineral clayey and soft; Root abundance is medium; No Thatch
CRMS0609-A14,PS6,3/12/2024,11:17,3/13/2018,11:30,CST,2;1,104,95,,,Poor (broken feldspar; n=2),U.S. GEOL SURVEY (USGS),E. Fromenthal; B. Bergeron; R. Villani,Site is wet; Water depth is 0 cm; Vegetation is senesced; Dominant species is Spartina patens; Disturbance is animal trail; Soil is mineral clayey and soft; Root abundance is low; No Thatch
CRMS0609-A16,PS8,3/12/2024,11:12,3/27/2023,12:30,CST,3;5,14,15,,,Poor (broken feldspar; n=2),U.S. GEOL SURVEY (USGS),E. Fromenthal; R. Villani; B. Bergeron,Site is wet; Water depth is 0 cm; Vegetation is senesced; Dominant species is Spartina patens; Disturbance is animal trail; Soil is mineral clayey and soft; Root abundance is medium; No Thatch; Clayey with some organic mixed in
CRMS0609-A17,PS6,3/12/2024,11:17,3/13/2018,11:30,CST,3;3,34,42,40,,"Fair (broken feldspar; n=3); Coordinate immediately next to hummock causing soil surface to be very uneven, there was no feldspar present under higher area that was part of a hummock",U.S. GEOL SURVEY (USGS),E. Fromenthal; B. Bergeron; R. Villani,Site is wet; Water depth is 0 cm; Vegetation is senesced; Dominant species is Spartina patens; Disturbance is animal trail; Soil is mineral clayey and soft; Root abundance is low; No Thatch; Clayey with some organic
CRMS0609-A21,PS8,3/12/2024,11:12,3/27/2023,12:30,CST,1;3,3,9,9,,Fair (broken feldspar; n=3),U.S. GEOL SURVEY (USGS),E. Fromenthal; R. Villani; B. Bergeron,Site is wet; Water depth is 0 cm; Vegetation is senesced; Dominant species is Spartina patens; No Disturbance; Soil is mineral clayey and soft; Root abundance is medium; No Thatch
CRMS0609-A24,PS8,3/12/2024,11:12,3/27/2023,12:30,CST,2;5,22,20,21,21,Excellent (solid feldspar; n=4),U.S. GEOL SURVEY (USGS),E. Fromenthal; R. Villani; B. Bergeron,Site is wet; Water depth is 0 cm; Vegetation is senesced; Dominant species is Spartina patens; No Disturbance; Soil is mineral clayey and soft; Root abundance is low; No Thatch
CRMS0609-A29,PS6,3/12/2024,11:17,3/13/2018,11:30,CST,4;3,97,94,96,101,Excellent (solid feldspar; n=4),U.S. GEOL SURVEY (USGS),E. Fromenthal; B. Bergeron; R. Villani,Site is wet; Water depth is 0 cm; Vegetation is senesced; Dominant species is Spartina patens; No Disturbance; Soil is mineral clayey and soft; Root abundance is low; No Thatch
CRMS0610-A04,PS3,3/12/2024,8:15,3/14/2012,10:45,CST,2;4,,,,,No Feldspar,U.S. GEOL SURVEY (USGS),E. Fromenthal; B. Bergeron; R. Villani,Site is flooded; Water depth is 1.8 cm; Vegetation is senesced; Dominant species is Spartina patens; No Disturbance; Soil is organic and firm; Root abundance is medium; No Thatch
CRMS0610-A04,PS3,3/12/2024,8:15,3/14/2012,10:45,CST,2;2,,,,,No Feldspar; Core fell apart during extraction,U.S. GEOL SURVEY (USGS),E. Fromenthal; B. Bergeron; R. Villani,Site is flooded; Water depth is 1.8 cm; Vegetation is senesced; Dominant species is Spartina patens; No Disturbance; Soil is organic and firm; Root abundance is medium; No Thatch
CRMS0610-A04,PS3,3/12/2024,8:15,3/14/2012,10:45,CST,3;2,,,,,No Feldspar,U.S. GEOL SURVEY (USGS),E. Fromenthal; B. Bergeron; R. Villani,Site is flooded; Water depth is 1.8 cm; Vegetation is senesced; Dominant species is Spartina patens; No Disturbance; Soil is organic and firm; Root abundance is medium; No Thatch
CRMS0610-A08,PS3,3/12/2024,8:15,3/14/2012,10:45,CST,2;4,,,,,No Feldspar; One speck of feldspar at 168mm,U.S. GEOL SURVEY (USGS),E. Fromenthal; B. Bergeron; R. Villani,Site is flooded; Water depth is 1.4 cm; Vegetation is senesced; Dominant species is Spartina patens; No Disturbance; Soil is mineral clayey and firm; Root abundance is medium; Thatch thickness is 0.8 cm; Accretion measured to below thatch
CRMS0610-A08,PS3,3/12/2024,8:15,3/14/2012,10:45,CST,5;1,,,,,No Feldspar; Core fell apart during extraction,U.S. GEOL SURVEY (USGS),E. Fromenthal; B. Bergeron; R. Villani,Site is flooded; Water depth is 1.4 cm; Vegetation is senesced; Dominant species is Spartina patens; No Disturbance; Soil is mineral clayey and firm; Root abundance is medium; Thatch thickness is 0.8 cm; Accretion measured to below thatch
CRMS0610-A08,PS3,3/12/2024,8:15,3/14/2012,10:45,CST,3;5,,,,,No Feldspar; Core fell apart during extraction,U.S. GEOL SURVEY (USGS),E. Fromenthal; B. Bergeron; R. Villani,Site is flooded; Water depth is 1.4 cm; Vegetation is senesced; Dominant species is Spartina patens; No Disturbance; Soil is mineral clayey and firm; Root abundance is medium; Thatch thickness is 0.8 cm; Accretion measured to below thatch
CRMS0610-A08,PS3,3/12/2024,8:15,3/14/2012,10:45,CST,5;5,,,,,No Feldspar; pulled a 4th core to make up for 2 cores that didn't freeze correctly and fell apart during extraction,U.S. GEOL SURVEY (USGS),E. Fromenthal; B. Bergeron; R. Villani,Site is flooded; Water depth is 1.4 cm; Vegetation is senesced; Dominant species is Spartina patens; No Disturbance; Soil is mineral clayey and firm; Root abundance is medium; Thatch thickness is 0.8 cm; Accretion measured to below thatch
CRMS0610-A12,PS3,3/12/2024,8:15,3/14/2012,10:45,CST,3;4,158,155,154,164,Excellent (solid feldspar; n=4),U.S. GEOL SURVEY (USGS),E. Fromenthal; B. Bergeron; R. Villani,Site is wet; Water depth is 0 cm; Vegetation is senesced; Dominant species is Spartina patens; No Disturbance; Soil is mineral clayey and soft; Root abundance is high; No Thatch; Soil is clay and organic
CRMS0610-A15,PS6,3/12/2024,8:32,3/13/2018,8:00,CST,1;4,,,,,No Feldspar; Feldspar present but middle of core fell off during extraction so could not measure,U.S. GEOL SURVEY (USGS),E. Fromenthal; R. Villani; B. Bergeron,Site is flooded; Water depth is 0.5 cm; Vegetation is senesced; Dominant species is Spartina patens; No Disturbance; Soil is organic and firm; Root abundance is high; No Thatch
CRMS0610-A15,PS6,3/12/2024,8:32,3/13/2018,8:00,CST,5;4,71,76,75,78,Excellent (solid feldspar; n=4),U.S. GEOL SURVEY (USGS),E. Fromenthal; R. Villani; B. Bergeron,Site is flooded; Water depth is 0.5 cm; Vegetation is senesced; Dominant species is Spartina patens; No Disturbance; Soil is organic and firm; Root abundance is high; No Thatch
CRMS0610-A18,PS6,3/12/2024,8:32,3/13/2018,8:00,CST,3;2,,,,,No Feldspar; On side of patens hummock,U.S. GEOL SURVEY (USGS),E. Fromenthal; R. Villani; B. Bergeron,Site is wet; Water depth is 0 cm; Vegetation is senesced; Dominant species is Spartina patens; No Disturbance; Soil is mineral clayey and firm; Root abundance is high; No Thatch; Soil is mix of clay and organic 
CRMS0610-A18,PS6,3/12/2024,8:32,3/13/2018,8:00,CST,1;5,,,,,No Feldspar,U.S. GEOL SURVEY (USGS),E. Fromenthal; R. Villani; B. Bergeron,Site is wet; Water depth is 0 cm; Vegetation is senesced; Dominant species is Spartina patens; No Disturbance; Soil is mineral clayey and firm; Root abundance is high; No Thatch; Soil is mix of clay and organic 
